model,dataset,tuning,imbalance,n_folds,oof_auc,oof_pr_auc,mean_fold_auc,std_fold_auc,runtime_s,n_samples,prevalence,auc,pr_auc,accuracy,precision,recall,f1,threshold,feature_set,scenario,minority_pct
xgboost,hungarian,competition,native,10,0.8574367723805703,0.7935164912131888,0.8521212121212122,0.05765375207305988,271.51,294,,0.8574367723805703,0.7935164912131888,0.7959183673469388,0.7090909090909091,0.7358490566037735,0.7222222222222222,0.4400008022785187,raw,3.0,36.05
xgboost,hungarian,competition,smote,10,0.8476515455640306,0.7799583416327921,0.8376236044657096,0.059114665377164505,263.41,294,,0.8476515455640306,0.7799583416327921,0.7891156462585034,0.6929824561403509,0.7452830188679245,0.7181818181818181,0.525233268737793,raw,3.0,36.05
xgboost,hungarian,dataset,native,10,0.8734443998394218,0.8237573229140212,0.9076023391812866,0.06829205050861299,3006.47,294,,0.8734443998394218,0.8237573229140212,0.8299319727891157,0.75,0.7924528301886793,0.7706422018348624,0.4900294244289398,raw,3.0,36.05
xgboost,hungarian,dataset,smote,10,0.856006623845845,0.7724287143214169,0.9104997341839447,0.04535987230708376,2191.18,294,,0.856006623845845,0.7724287143214169,0.8401360544217688,0.797979797979798,0.7452830188679245,0.7707317073170732,0.499493807554245,raw,3.0,36.05
xgboost,hungarian,default,native,10,0.8640104375752711,0.8035158967215211,0.8651408825093035,0.06032302400487196,59.37,294,,0.8640104375752711,0.8035158967215211,0.8095238095238095,0.7272727272727273,0.7547169811320755,0.7407407407407407,0.46839332580566406,raw,3.0,36.05
xgboost,hungarian,default,smote,10,0.8553291850662385,0.7868580465434709,0.8491228070175438,0.0651241219882383,62.44,294,,0.8553291850662385,0.7868580465434709,0.8061224489795918,0.7289719626168224,0.7358490566037735,0.7323943661971831,0.2092873752117157,raw,3.0,36.05
xgboost,switzerland,competition,native,15,0.7586956521739131,0.979562482318592,0.7434782608695653,0.142043773261517,275.55,123,,0.7586956521739131,0.979562482318592,0.8048780487804879,0.9595959595959596,0.8260869565217391,0.8878504672897196,0.7470432122548422,raw,3.0,6.5
xgboost,switzerland,competition,smote,15,0.6782608695652175,0.9645391193544259,0.6608695652173913,0.25658314175455915,345.58,123,,0.6782608695652175,0.9645391193544259,0.8943089430894309,0.9473684210526315,0.9391304347826087,0.9432314410480349,0.9479344288508097,raw,3.0,6.5
xgboost,switzerland,dataset,native,15,0.6505434782608696,0.9635773670173959,0.726086956521739,0.2174709998845829,907.52,123,,0.6505434782608696,0.9635773670173959,0.8617886178861789,0.9537037037037037,0.8956521739130435,0.9237668161434978,0.5060702363650004,raw,3.0,6.5
xgboost,switzerland,dataset,smote,15,0.7902173913043478,0.9684757150679153,0.8608695652173913,0.14946870833056097,1108.38,123,,0.7902173913043478,0.9684757150679153,0.8943089430894309,0.9722222222222222,0.9130434782608695,0.9417040358744395,0.5079717437426249,raw,3.0,6.5
xgboost,switzerland,default,native,15,0.7836956521739131,0.9823944583813327,0.777536231884058,0.13358907420796834,36.42,123,,0.7836956521739131,0.9823944583813327,0.7723577235772358,0.9578947368421052,0.7913043478260869,0.8666666666666667,0.7337133288383484,raw,3.0,6.5
xgboost,switzerland,default,smote,15,0.65,0.9595449075196807,0.6507246376811595,0.2562964703177406,59.73,123,,0.65,0.9595449075196807,0.9105691056910569,0.9482758620689655,0.9565217391304348,0.9523809523809523,0.801001250743866,raw,3.0,6.5
xgboost,va_longbeach,competition,native,15,0.6061323858402422,0.8011287534455479,0.6039132706374085,0.09626371972917022,369.85,200,,0.6061323858402422,0.8011287534455479,0.66,0.7755102040816326,0.7651006711409396,0.7702702702702703,0.38095420350631076,raw,3.0,25.5
xgboost,va_longbeach,competition,smote,15,0.6123174101855509,0.8018948483231669,0.6108711250435388,0.08141055669901763,366.18,200,,0.6123174101855509,0.8018948483231669,0.68,0.785234899328859,0.785234899328859,0.785234899328859,0.6579843610525131,raw,3.0,25.5
xgboost,va_longbeach,dataset,native,15,0.696933807079879,0.8602983898567802,0.7235012190874259,0.0858047548229278,2201.83,200,,0.696933807079879,0.8602983898567802,0.725,0.8309859154929577,0.7919463087248322,0.8109965635738832,0.5057161847750345,raw,3.0,25.5
xgboost,va_longbeach,dataset,smote,15,0.6761415975786287,0.8362814896828434,0.7354284221525601,0.08561174381266484,2155.33,200,,0.6761415975786287,0.8362814896828434,0.73,0.8145695364238411,0.825503355704698,0.82,0.5200472275416056,raw,3.0,25.5
xgboost,va_longbeach,default,native,15,0.6315304645348072,0.8157179221317686,0.6292835249042147,0.07912401530509193,78.94,200,,0.6315304645348072,0.8157179221317686,0.685,0.7945205479452054,0.7785234899328859,0.7864406779661017,0.36431767294804257,raw,3.0,25.5
xgboost,va_longbeach,default,smote,15,0.6521910777733912,0.8191781841511894,0.6486008359456634,0.06933317981335654,81.62,200,,0.6521910777733912,0.8191781841511894,0.72,0.803921568627451,0.825503355704698,0.8145695364238411,0.4501764550805092,raw,3.0,25.5
